Id,Expected
2140,3.0
2141,4.0
2142,50.0
2143,33.0
2144,99.0
2145,90.0
2146,61.0
2147,15.0
2148,96.0
2149,31.0
2150,68.0
2151,0.0
2152,4.0
2153,79.0
2154,13.0
2155,30.0
2156,34.0
2157,57.0
2158,32.0
2159,53.0
2160,55.0
2161,21.0
2162,55.0
2163,36.0
2164,59.0
2165,12.0
2166,33.0
2167,32.0
2168,55.0
2169,29.0
2170,51.0
2171,1.0
2172,17.0
2173,54.0
2174,41.0
2175,93.0
2176,87.0
2177,28.0
2178,38.0
2179,17.0
2180,71.0
2181,21.0
2182,97.0
2183,93.0
2184,90.0
2185,26.0
2186,59.0
2187,9.0
2188,14.0
2189,30.0
2190,34.0
2191,12.0
2192,43.0
2193,67.0
2194,75.0
2195,87.0
2196,30.0
2197,95.0
2198,20.0
2199,58.0
2200,31.0
2201,72.0
2202,14.0
2203,53.0
2204,52.0
2205,2.0
2206,15.0
2207,85.0
2208,45.0
2209,46.0
2210,68.0
2211,59.0
2212,97.0
2213,76.0
2214,2.0
2215,14.0
2216,22.0
2217,87.0
2218,70.0
2219,51.0
2220,71.0
2221,100.0
2222,1.0
2223,30.0
2224,64.0
2225,99.0
2226,8.0
2227,50.0
2228,30.0
2229,7.0
2230,45.0
2231,20.0
2232,24.0
2233,97.0
2234,49.0
2235,82.0
2236,45.0
2237,7.0
2238,98.0
2239,26.0
2240,96.0
2241,60.0
2242,77.0
2243,23.0
2244,51.0
2245,68.0
2246,89.0
2247,31.0
2248,55.0
2249,33.0
2250,31.0
2251,29.0
2252,40.0
2253,18.0
2254,27.0
2255,37.0
2256,8.0
2257,84.0
2258,35.0
2259,55.0
2260,67.0
2261,70.0
2262,69.0
2263,43.0
2264,84.0
2265,6.0
2266,81.0
2267,58.0
2268,56.0
2269,16.0
2270,95.0
2271,81.0
2272,55.0
2273,50.0
2274,60.0
2275,12.0
2276,16.0
2277,36.0
2278,54.0
2279,4.0
2280,52.0
2281,98.0
2282,62.0
2283,91.0
2284,62.0
2285,39.0
2286,54.0
2287,40.0
2288,44.0
2289,59.0
2290,21.0
2291,62.0
2292,29.0
2293,48.0
2294,44.0
2295,34.0
2296,56.0
2297,81.0
2298,46.0
2299,14.0
2300,74.0
2301,54.0
2302,44.0
2303,15.0
2304,64.0
2305,73.0
2306,3.0
2307,28.0
2308,57.0
2309,51.0
2310,40.0
2311,41.0
2312,93.0
2313,1.0
2314,61.0
2315,73.0
2316,23.0
2317,93.0
2318,56.0
2319,27.0
2320,68.0
2321,90.0
2322,11.0
2323,52.0
2324,100.0
2325,99.0
2326,45.0
2327,95.0
2328,37.0
2329,33.0
2330,60.0
2331,94.0
2332,100.0
2333,96.0
2334,51.0
2335,89.0
2336,92.0
2337,34.0
2338,18.0
2339,25.0
2340,84.0
2341,89.0
2342,30.0
2343,36.0
2344,58.0
2345,59.0
2346,25.0
2347,90.0
2348,16.0
2349,74.0
2350,9.0
2351,43.0
2352,39.0
2353,90.0
2354,32.0
2355,88.0
2356,50.0
2357,86.0
2358,32.0
2359,71.0
2360,93.0
2361,74.0
2362,68.0
2363,65.0
2364,66.0
2365,59.0
2366,19.0
2367,5.0
2368,0.0
2369,94.0
2370,68.0
2371,67.0
2372,33.0
2373,84.0
2374,39.0
2375,26.0
2376,59.0
2377,100.0
2378,6.0
2379,58.0
2380,80.0
2381,87.0
2382,100.0
2383,50.0
2384,26.0
2385,80.0
2386,24.0
2387,9.0
2388,41.0
2389,42.0
2390,37.0
2391,73.0
2392,46.0
2393,47.0
2394,54.0
2395,88.0
2396,96.0
2397,99.0
2398,38.0
2399,33.0
2400,64.0
2401,86.0
2402,74.0
2403,55.0
2404,88.0
2405,5.0
2406,39.0
2407,61.0
2408,11.0
2409,8.0
2410,55.0
2411,33.0
2412,82.0
2413,91.0
2414,79.0
2415,35.0
2416,39.0
2417,36.0
2418,5.0
2419,83.0
2420,71.0
2421,72.0
2422,15.0
2423,77.0
2424,66.0
2425,34.0
2426,42.0
2427,23.0
2428,68.0
2429,53.0
2430,2.0
2431,16.0
2432,98.0
2433,7.0
2434,27.0
2435,57.0
2436,19.0
2437,91.0
2438,37.0
2439,89.0
2440,13.0
2441,53.0
2442,25.0
2443,17.0
2444,89.0
2445,59.0
2446,43.0
2447,58.0
2448,11.0
2449,68.0
2450,70.0
2451,82.0
2452,69.0
2453,44.0
2454,12.0
2455,77.0
2456,98.0
2457,5.0
2458,73.0
2459,6.0
2460,98.0
2461,36.0
2462,46.0
2463,49.0
2464,69.0
2465,26.0
2466,18.0
2467,15.0
2468,20.0
2469,51.0
2470,11.0
2471,78.0
2472,98.0
2473,93.0
2474,85.0
2475,4.0
2476,93.0
2477,97.0
2478,94.0
2479,50.0
2480,83.0
2481,60.0
2482,36.0
2483,40.0
2484,85.0
2485,97.0
2486,10.0
2487,33.0
2488,93.0
2489,9.0
2490,30.0
2491,35.0
2492,81.0
2493,36.0
2494,49.0
2495,44.0
2496,89.0
2497,25.0
2498,79.0
2499,67.0
2500,62.0
2501,75.0
2502,74.0
2503,2.0
2504,43.0
2505,55.0
2506,98.0
2507,4.0
2508,24.0
2509,49.0
2510,99.0
2511,65.0
2512,73.0
2513,56.0
2514,61.0
2515,79.0
2516,49.0
2517,1.0
2518,72.0
2519,51.0
2520,77.0
2521,97.0
2522,63.0
2523,99.0
2524,84.0
2525,74.0
2526,71.0
2527,71.0
2528,31.0
2529,29.0
2530,36.0
2531,95.0
2532,3.0
2533,39.0
2534,31.0
2535,37.0
2536,95.0
2537,75.0
2538,25.0
2539,26.0
2540,18.0
2541,8.0
2542,43.0
2543,28.0
2544,25.0
2545,66.0
2546,30.0
2547,23.0
2548,95.0
2549,42.0
2550,12.0
2551,26.0
2552,53.0
2553,31.0
2554,44.0
2555,74.0
2556,15.0
2557,80.0
2558,84.0
2559,43.0
2560,66.0
2561,62.0
2562,11.0
2563,53.0
2564,25.0
2565,58.0
2566,33.0
2567,22.0
2568,94.0
2569,50.0
2570,4.0
2571,39.0
2572,38.0
2573,5.0
2574,50.0
2575,100.0
2576,43.0
2577,58.0
2578,52.0
2579,36.0
2580,30.0
2581,5.0
2582,15.0
2583,87.0
2584,64.0
2585,64.0
2586,22.0
2587,93.0
2588,65.0
2589,17.0
2590,5.0
2591,92.0
2592,47.0
2593,57.0
2594,57.0
2595,76.0
2596,77.0
2597,92.0
2598,100.0
2599,41.0
2600,45.0
2601,18.0
2602,1.0
2603,94.0
2604,95.0
2605,75.0
2606,61.0
2607,33.0
2608,1.0
2609,6.0
2610,37.0
2611,92.0
2612,33.0
2613,4.0
2614,81.0
2615,59.0
2616,98.0
2617,72.0
2618,39.0
2619,98.0
2620,31.0
2621,51.0
2622,34.0
2623,98.0
2624,78.0
2625,6.0
2626,87.0
2627,82.0
2628,7.0
2629,75.0
2630,2.0
2631,72.0
2632,56.0
2633,31.0
2634,40.0
2635,16.0
2636,97.0
2637,44.0
2638,86.0
2639,88.0
2640,26.0
2641,67.0
2642,1.0
2643,28.0
2644,97.0
2645,71.0
2646,5.0
2647,98.0
2648,10.0
2649,22.0
2650,66.0
2651,17.0
2652,69.0
2653,46.0
2654,7.0
2655,97.0
2656,58.0
2657,93.0
2658,52.0
2659,92.0
2660,4.0
2661,97.0
2662,70.0
2663,58.0
2664,46.0
2665,16.0
2666,86.0
2667,86.0
2668,34.0
2669,57.0
2670,10.0
2671,86.0
2672,42.0
2673,76.0
2674,48.0
2675,37.0
2676,46.0
2677,53.0
2678,70.0
2679,100.0
2680,2.0
2681,8.0
2682,15.0
2683,48.0
2684,9.0
2685,28.0
2686,81.0
2687,53.0
2688,21.0
2689,79.0
2690,60.0
2691,71.0
2692,88.0
2693,11.0
2694,22.0
2695,93.0
2696,74.0
2697,75.0
2698,93.0
2699,70.0
2700,4.0
2701,20.0
2702,10.0
2703,66.0
2704,25.0
2705,54.0
2706,26.0
2707,90.0
2708,28.0
2709,30.0
2710,8.0
2711,92.0
2712,22.0
2713,1.0
2714,84.0
2715,62.0
2716,50.0
2717,57.0
2718,84.0
2719,10.0
2720,47.0
2721,19.0
2722,35.0
2723,71.0
2724,80.0
2725,5.0
2726,32.0
2727,51.0
2728,45.0
2729,54.0
2730,95.0
2731,35.0
2732,69.0
2733,70.0
2734,75.0
2735,51.0
2736,76.0
2737,39.0
2738,33.0
2739,76.0
2740,24.0
2741,66.0
2742,44.0
2743,95.0
2744,32.0
2745,35.0
2746,73.0
2747,8.0
2748,27.0
2749,75.0
2750,58.0
2751,44.0
2752,63.0
2753,4.0
2754,91.0
2755,15.0
2756,91.0
2757,41.0
2758,49.0
2759,32.0
2760,40.0
2761,32.0
2762,92.0
2763,60.0
2764,40.0
2765,5.0
2766,69.0
2767,15.0
2768,40.0
2769,76.0
2770,23.0
2771,87.0
2772,81.0
2773,72.0
2774,1.0
2775,28.0
2776,37.0
2777,8.0
2778,70.0
2779,31.0
2780,32.0
2781,32.0
2782,62.0
2783,37.0
2784,54.0
2785,9.0
2786,66.0
2787,10.0
2788,84.0
2789,20.0
2790,51.0
2791,72.0
2792,81.0
2793,97.0
2794,44.0
2795,2.0
2796,93.0
2797,42.0
2798,17.0
2799,52.0
2800,84.0
2801,49.0
2802,34.0
2803,41.0
2804,10.0
2805,62.0
2806,78.0
2807,23.0
2808,43.0
2809,98.0
2810,56.0
2811,64.0
2812,91.0
2813,35.0
2814,37.0
2815,29.0
2816,12.0
2817,58.0
2818,86.0
2819,80.0
2820,32.0
2821,9.0
2822,71.0
2823,28.0
2824,37.0
2825,82.0
2826,89.0
2827,10.0
2828,41.0
2829,46.0
2830,10.0
2831,8.0
2832,16.0
2833,34.0
2834,40.0
2835,69.0
2836,38.0
2837,42.0
2838,37.0
2839,51.0
2840,47.0
2841,65.0
2842,65.0
2843,8.0
2844,59.0
2845,3.0
2846,85.0
2847,50.0
2848,43.0
2849,99.0
2850,43.0
2851,53.0
2852,30.0
2853,40.0
2854,54.0
2855,25.0
2856,53.0
2857,70.0
2858,54.0
2859,62.0
2860,60.0
2861,54.0
2862,54.0
2863,37.0
2864,21.0
2865,49.0
2866,35.0
2867,93.0
2868,49.0
2869,68.0
2870,3.0
2871,5.0
2872,16.0
2873,45.0
2874,40.0
2875,16.0
2876,89.0
2877,77.0
2878,13.0
2879,42.0
2880,2.0
2881,18.0
2882,78.0
2883,96.0
2884,7.0
2885,67.0
2886,65.0
2887,8.0
2888,26.0
2889,28.0
2890,56.0
2891,38.0
2892,71.0
2893,76.0
2894,67.0
2895,17.0
2896,99.0
2897,77.0
2898,27.0
2899,17.0
2900,51.0
2901,3.0
2902,47.0
2903,79.0
2904,84.0
2905,25.0
2906,87.0
2907,86.0
2908,40.0
2909,81.0
2910,69.0
2911,42.0
2912,17.0
2913,100.0
2914,64.0
2915,18.0
2916,60.0
2917,21.0
2918,30.0
2919,92.0
2920,41.0
2921,73.0
2922,76.0
2923,82.0
2924,72.0
2925,32.0
2926,15.0
2927,40.0
2928,62.0
2929,48.0
2930,97.0
2931,17.0
2932,5.0
2933,33.0
2934,87.0
2935,98.0
2936,23.0
2937,79.0
2938,8.0
2939,73.0
2940,0.0
2941,98.0
2942,90.0
2943,23.0
2944,60.0
2945,15.0
2946,23.0
2947,42.0
2948,89.0
2949,28.0
2950,70.0
2951,29.0
2952,5.0
2953,98.0
2954,98.0
2955,62.0
2956,60.0
2957,76.0
2958,3.0
2959,59.0
2960,59.0
2961,91.0
2962,83.0
2963,4.0
2964,9.0
2965,57.0
2966,14.0
2967,93.0
2968,42.0
2969,91.0
2970,76.0
2971,78.0
2972,16.0
2973,73.0
2974,75.0
2975,62.0
2976,36.0
2977,67.0
2978,76.0
2979,16.0
2980,56.0
2981,84.0
2982,47.0
2983,39.0
2984,33.0
2985,38.0
2986,59.0
2987,2.0
2988,67.0
2989,48.0
2990,51.0
2991,1.0
2992,13.0
2993,20.0
2994,68.0
2995,88.0
2996,5.0
2997,85.0
2998,6.0
2999,82.0
3000,8.0
3001,71.0
3002,51.0
3003,9.0
3004,43.0
3005,87.0
3006,34.0
3007,47.0
3008,71.0
3009,56.0
3010,47.0
3011,12.0
3012,85.0
3013,35.0
3014,66.0
3015,37.0
3016,38.0
3017,11.0
3018,37.0
3019,52.0
3020,46.0
3021,28.0
3022,79.0
3023,62.0
3024,41.0
3025,18.0
3026,49.0
3027,4.0
3028,42.0
3029,75.0
3030,54.0
3031,82.0
3032,80.0
3033,37.0
3034,95.0
3035,33.0
3036,62.0
3037,48.0
3038,83.0
3039,54.0
3040,49.0
3041,13.0
3042,90.0
3043,73.0
3044,58.0
3045,81.0
3046,3.0
3047,5.0
3048,92.0
3049,74.0
3050,5.0
3051,33.0
3052,0.0
3053,95.0
3054,87.0
3055,22.0
3056,54.0
3057,65.0
3058,8.0
3059,50.0
3060,88.0
3061,55.0
3062,24.0
3063,88.0
3064,13.0
3065,82.0
3066,23.0
3067,70.0
3068,40.0
3069,57.0
3070,85.0
3071,60.0
3072,55.0
3073,29.0
3074,7.0
3075,16.0
3076,52.0
3077,29.0
3078,41.0
3079,12.0
3080,36.0
3081,10.0
3082,34.0
3083,41.0
3084,82.0
3085,58.0
3086,21.0
3087,6.0
3088,48.0
3089,7.0
3090,61.0
3091,34.0
3092,92.0
3093,39.0
3094,23.0
3095,69.0
3096,24.0
3097,43.0
3098,71.0
3099,75.0
3100,64.0
3101,90.0
3102,41.0
3103,85.0
3104,97.0
3105,70.0
3106,29.0
3107,29.0
3108,44.0
3109,13.0
3110,10.0
3111,41.0
3112,34.0
3113,28.0
3114,69.0
3115,38.0
3116,91.0
3117,37.0
3118,1.0
3119,40.0
3120,38.0
3121,47.0
3122,13.0
3123,84.0
3124,83.0
3125,44.0
3126,68.0
3127,36.0
3128,16.0
3129,63.0
3130,91.0
3131,61.0
3132,17.0
3133,72.0
3134,31.0
3135,29.0
3136,27.0
3137,53.0
3138,62.0
3139,31.0
3140,23.0
3141,73.0
3142,98.0
3143,29.0
3144,32.0
3145,21.0
3146,13.0
3147,61.0
3148,95.0
3149,5.0
3150,93.0
3151,24.0
3152,48.0
3153,43.0
3154,51.0
3155,24.0
3156,34.0
3157,12.0
3158,75.0
3159,98.0
3160,31.0
3161,76.0
3162,96.0
3163,76.0
3164,27.0
3165,9.0
3166,4.0
3167,35.0
3168,82.0
3169,25.0
3170,1.0
3171,66.0
3172,55.0
3173,43.0
3174,40.0
3175,31.0
3176,93.0
3177,82.0
3178,41.0
3179,87.0
3180,61.0
3181,69.0
3182,5.0
3183,13.0
3184,17.0
3185,43.0
3186,38.0
3187,54.0
3188,92.0
3189,91.0
3190,46.0
3191,85.0
3192,76.0
3193,85.0
3194,85.0
3195,94.0
3196,88.0
3197,7.0
3198,6.0
3199,29.0
3200,22.0
3201,1.0
3202,10.0
3203,19.0
3204,8.0
3205,42.0
3206,63.0
3207,93.0
3208,9.0
3209,82.0
3210,13.0
3211,3.0
3212,21.0
3213,93.0
3214,24.0
3215,75.0
3216,25.0
3217,98.0
3218,39.0
3219,40.0
3220,17.0
3221,18.0
3222,16.0
3223,2.0
3224,18.0
3225,58.0
3226,67.0
3227,2.0
3228,34.0
3229,23.0
3230,21.0
3231,7.0
3232,94.0
3233,35.0
3234,20.0
3235,34.0
3236,34.0
3237,0.0
3238,87.0
3239,37.0
3240,10.0
3241,12.0
3242,21.0
3243,36.0
3244,14.0
3245,42.0
3246,23.0
3247,76.0
3248,38.0
3249,54.0
3250,27.0
3251,40.0
3252,63.0
3253,94.0
3254,64.0
3255,23.0
3256,7.0
3257,22.0
3258,70.0
3259,43.0
3260,15.0
3261,94.0
3262,99.0
3263,95.0
3264,67.0
3265,7.0
3266,86.0
3267,22.0
3268,30.0
3269,43.0
3270,100.0
3271,88.0
3272,77.0
3273,85.0
3274,66.0
3275,59.0
3276,80.0
3277,87.0
3278,75.0
3279,21.0
3280,88.0
3281,9.0
3282,31.0
3283,59.0
3284,43.0
3285,60.0
3286,40.0
3287,96.0
3288,46.0
3289,5.0
3290,72.0
3291,37.0
3292,67.0
3293,97.0
3294,7.0
3295,71.0
3296,63.0
3297,44.0
3298,20.0
3299,33.0
3300,63.0
3301,49.0
3302,71.0
3303,20.0
3304,29.0
3305,48.0
3306,34.0
3307,77.0
3308,49.0
3309,89.0
3310,11.0
3311,5.0
3312,15.0
3313,34.0
3314,12.0
3315,90.0
3316,83.0
3317,76.0
3318,19.0
3319,20.0
3320,26.0
3321,11.0
3322,0.0
3323,78.0
3324,99.0
3325,7.0
3326,57.0
3327,14.0
3328,57.0
3329,21.0
3330,10.0
3331,48.0
3332,31.0
3333,47.0
3334,15.0
3335,30.0
3336,11.0
3337,25.0
3338,70.0
3339,63.0
3340,85.0
3341,59.0
3342,36.0
3343,0.0
3344,51.0
3345,97.0
3346,87.0
3347,34.0
3348,16.0
3349,32.0
3350,37.0
3351,82.0
3352,86.0
3353,26.0
3354,71.0
3355,70.0
3356,66.0
3357,31.0
3358,14.0
3359,21.0
3360,77.0
3361,78.0
3362,23.0
3363,88.0
3364,92.0
3365,28.0
3366,28.0
3367,77.0
3368,6.0
3369,72.0
3370,87.0
3371,42.0
3372,20.0
3373,25.0
3374,65.0
3375,54.0
3376,45.0
3377,29.0
3378,9.0
3379,52.0
3380,31.0
3381,29.0
3382,91.0
3383,63.0
3384,49.0
3385,77.0
3386,54.0
3387,40.0
3388,43.0
3389,77.0
3390,42.0
3391,90.0
3392,62.0
3393,72.0
3394,14.0
3395,94.0
3396,99.0
3397,64.0
3398,85.0
3399,97.0
3400,97.0
3401,53.0
3402,82.0
3403,12.0
3404,51.0
3405,82.0
3406,66.0
3407,32.0
3408,4.0
3409,6.0
3410,83.0
3411,12.0
3412,1.0
3413,49.0
3414,16.0
3415,73.0
3416,0.0
3417,88.0
3418,4.0
3419,54.0
3420,91.0
3421,74.0
3422,68.0
3423,26.0
3424,70.0
3425,79.0
3426,23.0
3427,10.0
3428,45.0
3429,37.0
3430,5.0
3431,89.0
3432,21.0
3433,1.0
3434,65.0
3435,37.0
3436,95.0
3437,47.0
3438,100.0
3439,75.0
3440,39.0
3441,47.0
3442,20.0
3443,9.0
3444,98.0
3445,41.0
3446,98.0
3447,60.0
3448,90.0
3449,5.0
3450,36.0
3451,19.0
3452,95.0
3453,100.0
3454,34.0
3455,25.0
3456,71.0
3457,4.0
3458,55.0
3459,32.0
3460,58.0
3461,56.0
3462,64.0
3463,48.0
3464,68.0
3465,79.0
3466,1.0
3467,26.0
3468,35.0
3469,80.0
3470,83.0
3471,17.0
3472,91.0
3473,43.0
3474,38.0
3475,93.0
3476,56.0
3477,76.0
3478,88.0
3479,44.0
3480,95.0
3481,85.0
3482,78.0
3483,78.0
3484,94.0
3485,9.0
3486,58.0
3487,38.0
3488,85.0
3489,38.0
3490,89.0
3491,14.0
3492,49.0
3493,95.0
3494,50.0
3495,28.0
3496,82.0
3497,21.0
3498,4.0
3499,61.0
3500,76.0
3501,83.0
3502,24.0
3503,22.0
3504,32.0
3505,26.0
3506,63.0
3507,72.0
3508,50.0
3509,65.0
3510,18.0
3511,49.0
3512,8.0
3513,53.0
3514,13.0
3515,34.0
3516,27.0
3517,6.0
3518,74.0
3519,2.0
3520,78.0
3521,98.0
3522,71.0
3523,99.0
3524,80.0
3525,87.0
3526,2.0
3527,64.0
3528,72.0
3529,53.0
3530,21.0
3531,100.0
3532,68.0
3533,89.0
3534,60.0
3535,65.0
3536,8.0
3537,46.0
3538,71.0
3539,17.0
3540,28.0
3541,3.0
3542,10.0
3543,15.0
3544,97.0
3545,1.0
3546,8.0
3547,8.0
3548,63.0
3549,76.0
3550,10.0
3551,50.0
3552,93.0
3553,73.0
3554,9.0
3555,30.0
3556,82.0
3557,1.0
3558,28.0
3559,59.0
3560,24.0
3561,9.0
3562,1.0
3563,61.0
3564,43.0
3565,13.0
3566,100.0
3567,19.0
3568,1.0
3569,50.0
3570,92.0
3571,66.0
3572,51.0
3573,21.0
3574,1.0
3575,81.0
3576,67.0
3577,100.0
3578,6.0
3579,36.0
3580,60.0
3581,31.0
3582,28.0
3583,55.0
3584,49.0
3585,84.0
3586,86.0
3587,83.0
3588,82.0
3589,85.0
3590,60.0
3591,37.0
3592,98.0
3593,50.0
3594,22.0
3595,11.0
3596,54.0
3597,87.0
3598,98.0
3599,53.0
3600,16.0
3601,91.0
3602,14.0
3603,20.0
3604,57.0
3605,66.0
3606,48.0
3607,81.0
3608,98.0
3609,20.0
3610,28.0
3611,95.0
3612,35.0
3613,100.0
3614,9.0
3615,19.0
3616,3.0
3617,46.0
3618,1.0
3619,42.0
3620,46.0
3621,97.0
3622,90.0
3623,42.0
3624,93.0
3625,31.0
3626,66.0
3627,22.0
3628,97.0
3629,87.0
3630,60.0
3631,88.0
3632,18.0
3633,88.0
3634,52.0
3635,73.0
3636,85.0
3637,77.0
3638,21.0
3639,57.0
3640,33.0
3641,90.0
3642,38.0
3643,99.0
3644,77.0
3645,27.0
3646,89.0
3647,93.0
3648,80.0
3649,13.0
3650,80.0
3651,52.0
3652,10.0
3653,27.0
3654,59.0
3655,56.0
3656,40.0
3657,34.0
3658,78.0
3659,62.0
3660,22.0
3661,97.0
3662,90.0
3663,61.0
3664,82.0
3665,96.0
3666,10.0
3667,6.0
3668,58.0
3669,84.0
3670,10.0
3671,62.0
3672,59.0
3673,7.0
3674,74.0
3675,64.0
3676,96.0
3677,46.0
3678,89.0
3679,55.0
3680,49.0
3681,4.0
3682,64.0
3683,9.0
3684,13.0
3685,51.0
3686,35.0
3687,56.0
3688,73.0
3689,94.0
3690,40.0
3691,47.0
3692,38.0
3693,20.0
3694,28.0
3695,9.0
3696,1.0
3697,35.0
3698,95.0
3699,31.0
3700,86.0
3701,20.0
3702,3.0
3703,74.0
3704,61.0
3705,63.0
3706,44.0
3707,21.0
3708,34.0
3709,68.0
3710,31.0
3711,2.0
3712,38.0
3713,84.0
3714,69.0
3715,30.0
3716,73.0
3717,36.0
3718,100.0
3719,98.0
3720,17.0
3721,89.0
3722,10.0
3723,27.0
3724,57.0
3725,18.0
3726,17.0
3727,47.0
3728,62.0
3729,31.0
3730,5.0
3731,61.0
3732,64.0
3733,4.0
3734,62.0
3735,47.0
3736,52.0
3737,3.0
3738,47.0
3739,20.0
3740,1.0
3741,30.0
3742,20.0
3743,100.0
3744,14.0
3745,33.0
3746,72.0
3747,16.0
3748,49.0
3749,83.0
3750,58.0
3751,94.0
3752,22.0
3753,29.0
3754,2.0
3755,46.0
3756,18.0
3757,77.0
3758,66.0
3759,50.0
3760,78.0
3761,13.0
3762,43.0
3763,20.0
3764,87.0
3765,96.0
3766,54.0
3767,53.0
3768,49.0
3769,0.0
3770,27.0
3771,52.0
3772,50.0
3773,72.0
3774,91.0
3775,80.0
3776,92.0
3777,17.0
3778,58.0
3779,8.0
3780,14.0
3781,64.0
3782,74.0
3783,57.0
3784,66.0
3785,22.0
3786,99.0
3787,64.0
3788,51.0
3789,69.0
3790,36.0
3791,42.0
3792,56.0
3793,4.0
3794,6.0
3795,83.0
3796,50.0
3797,3.0
3798,19.0
3799,55.0
3800,16.0
3801,37.0
3802,15.0
3803,50.0
3804,53.0
3805,43.0
3806,91.0
3807,83.0
3808,32.0
3809,76.0
3810,34.0
3811,47.0
3812,99.0
3813,31.0
3814,90.0
3815,61.0
3816,75.0
3817,51.0
3818,74.0
3819,73.0
3820,81.0
3821,45.0
3822,55.0
3823,36.0
3824,67.0
3825,78.0
3826,59.0
3827,19.0
3828,94.0
3829,11.0
3830,79.0
3831,77.0
3832,72.0
3833,15.0
3834,39.0
3835,91.0
3836,5.0
3837,15.0
3838,73.0
3839,60.0
3840,94.0
3841,7.0
3842,51.0
3843,47.0
3844,65.0
3845,26.0
3846,72.0
3847,9.0
3848,33.0
3849,100.0
3850,58.0
3851,49.0
3852,62.0
3853,91.0
3854,96.0
3855,85.0
3856,62.0
3857,55.0
3858,45.0
3859,84.0
3860,17.0
3861,41.0
3862,9.0
3863,65.0
3864,9.0
3865,22.0
3866,64.0
3867,59.0
3868,72.0
3869,47.0
3870,20.0
3871,0.0
3872,13.0
3873,58.0
3874,90.0
3875,19.0
3876,60.0
3877,74.0
3878,11.0
3879,4.0
3880,18.0
3881,57.0
3882,62.0
3883,46.0
3884,67.0
3885,44.0
3886,99.0
3887,52.0
3888,62.0
3889,32.0
3890,97.0
3891,34.0
3892,70.0
3893,66.0
3894,44.0
3895,57.0
3896,7.0
3897,24.0
3898,36.0
3899,44.0
3900,78.0
3901,33.0
3902,71.0
3903,71.0
3904,66.0
3905,20.0
3906,91.0
3907,51.0
3908,27.0
3909,16.0
3910,61.0
3911,57.0
3912,56.0
3913,84.0
3914,46.0
3915,54.0
3916,4.0
3917,56.0
3918,87.0
3919,72.0
3920,33.0
3921,56.0
3922,60.0
3923,60.0
3924,61.0
3925,16.0
3926,42.0
3927,40.0
3928,83.0
3929,88.0
3930,22.0
3931,96.0
3932,10.0
3933,65.0
3934,46.0
3935,99.0
3936,16.0
3937,88.0
3938,93.0
3939,23.0
3940,80.0
3941,38.0
3942,27.0
3943,78.0
3944,73.0
3945,16.0
3946,100.0
3947,30.0
3948,11.0
3949,47.0
3950,87.0
3951,89.0
3952,21.0
3953,33.0
3954,83.0
3955,83.0
3956,38.0
3957,84.0
3958,100.0
3959,32.0
3960,21.0
3961,65.0
3962,60.0
3963,11.0
3964,62.0
3965,65.0
3966,76.0
3967,8.0
3968,94.0
3969,33.0
3970,44.0
3971,18.0
3972,85.0
3973,16.0
3974,83.0
3975,48.0
3976,79.0
3977,95.0
3978,48.0
3979,8.0
3980,80.0
3981,2.0
3982,66.0
3983,73.0
3984,99.0
3985,41.0
3986,78.0
3987,32.0
3988,80.0
3989,91.0
3990,23.0
3991,34.0
3992,54.0
3993,86.0
3994,9.0
3995,37.0
3996,39.0
3997,97.0
3998,58.0
3999,36.0
4000,99.0
4001,69.0
4002,69.0
4003,54.0
4004,27.0
4005,3.0
4006,53.0
4007,96.0
4008,97.0
4009,61.0
4010,3.0
4011,91.0
4012,100.0
4013,66.0
4014,74.0
4015,19.0
4016,4.0
4017,14.0
4018,48.0
4019,49.0
4020,34.0
4021,24.0
4022,58.0
4023,66.0
4024,47.0
4025,99.0
4026,34.0
4027,65.0
4028,3.0
4029,65.0
4030,58.0
4031,6.0
4032,62.0
4033,87.0
4034,97.0
4035,49.0
4036,60.0
4037,81.0
4038,56.0
4039,9.0
4040,88.0
4041,25.0
4042,11.0
4043,42.0
4044,46.0
4045,76.0
4046,20.0
4047,55.0
4048,68.0
4049,70.0
4050,86.0
4051,24.0
4052,24.0
4053,89.0
4054,39.0
4055,59.0
4056,79.0
4057,75.0
4058,5.0
4059,20.0
4060,94.0
4061,10.0
4062,34.0
4063,31.0
4064,10.0
4065,85.0
4066,82.0
4067,93.0
4068,53.0
4069,24.0
4070,26.0
4071,93.0
4072,24.0
4073,20.0
4074,98.0
4075,92.0
4076,53.0
4077,86.0
4078,75.0
4079,9.0
4080,26.0
4081,17.0
4082,86.0
4083,62.0
4084,9.0
4085,50.0
4086,35.0
4087,11.0
4088,6.0
4089,83.0
4090,95.0
4091,70.0
4092,79.0
4093,93.0
4094,37.0
4095,8.0
4096,50.0
4097,11.0
4098,96.0
4099,39.0
4100,37.0
4101,34.0
4102,9.0
4103,22.0
4104,76.0
4105,68.0
4106,67.0
4107,52.0
4108,88.0
4109,85.0
4110,96.0
4111,28.0
4112,9.0
4113,100.0
4114,47.0
4115,71.0
4116,76.0
4117,77.0
4118,49.0
4119,89.0
4120,81.0
4121,8.0
4122,80.0
4123,20.0
4124,2.0
4125,88.0
4126,54.0
4127,43.0
4128,64.0
4129,37.0
4130,38.0
4131,45.0
4132,79.0
4133,10.0
4134,59.0
4135,21.0
4136,36.0
4137,11.0
4138,74.0
